recipe_id,canonical_name,aliases,region_codes,cuisine_family,status,visibility,core_ingredients,supported_evidence_scopes,promotion_blockers,source_id,source_title,source_url,source_claim_scopes
pengshui-dingpot-rice,彭水鼎罐饭,鼎罐饭,CN-CQ,chongqing-traditional-one-pot-rice,recipe_fact_checked,研究记录（非公开可执行）,米;糯米;腊肉;红薯,identity;ingredients;process,quantity;liquid;appliance;time;safety,S-CQ-PENGSHUI-DINGPOT-IDENTITY-1,彭水非物质文化遗产名录（第二批）,https://www.psx.gov.cn/ztzl_174/ydn/psfy/202410/t20241015_13708907.html,identity
pengshui-dingpot-rice,彭水鼎罐饭,鼎罐饭,CN-CQ,chongqing-traditional-one-pot-rice,recipe_fact_checked,研究记录（非公开可执行）,米;糯米;腊肉;红薯,identity;ingredients;process,quantity;liquid;appliance;time;safety,S-CQ-PENGSHUI-DINGPOT-PROCESS-1,彭水鼎罐饭工艺报道,https://news.sina.com.cn/c/2017-03-08/doc-ifycaasy7975670.shtml,identity;ingredients;process
shizhu-tujia-potato-rice,石柱土家洋芋飯,石柱土家洋芋饭,CN-CQ,chongqing-traditional-one-pot-rice,identity_verified,研究记录（非公开可执行）,新米;洋芋,identity;ingredients;process,,S-CQ-SHIZHU-TUJIA-POTATO-RICE-IDENTITY-1,石柱土家洋芋饭,https://ghzrzyj.cq.gov.cn/bsfw_186/dtfw/mzyt/202511/t20251114_15163558_wap.html,identity;ingredients;process
cn-chongqing-tujia-gan-nian-he-rice,土家族赶年合饭,赶年合饭;土家合饭,CN-CQ,chongqing-tujia-he-rice,recipe_fact_checked,研究记录（非公开可执行）,米;肉;花椒;盐,appliance;identity;ingredients;process,quantity;liquid;time,S-CN-CQ-TUJIA-GAN-NIAN-HE-RICE-1,土家族节令饮食与赶年年饭,https://dfz.cq.gov.cn/zqlswh/msmf_417820/202311/t20231102_12510457.html,identity;ingredients;process;appliance
cookpot-century-egg-pork-congee-704,皮蛋瘦肉粥,锅宝广式皮蛋瘦肉粥,TW-COOKPOT,cookpot-manufacturer-recipes,recipe_fact_checked,研究记录（非公开可执行）,白米;猪绞肉;皮蛋;葱花;高汤;姜片,appliance;identity;ingredients;liquid,quantity;process;time;safety,S-COOKPOT-CENTURY-EGG-PORK-704-R62,皮蛋瘦肉粥,https://www.cookpot.com.tw/cookbook/704.html,identity;ingredients;liquid;appliance
tiger-jambalaya-rice-cooker,Jambalaya,克里奥尔什锦饭,US-LOUISIANA,creole-rice-cooker,recipe_fact_checked,研究记录（非公开可执行）,米;鸡肉;虾;香肠;洋葱;甜椒;番茄膏;鸡汤,appliance;identity;ingredients;process;quantity,liquid;time;safety,S-TIGER-JAMBALAYA-RICE-COOKER-R65,Jambalaya,https://www.tiger-corporation.com/en/usa/feature/recipe/rice-cooker/jambalaya/,identity;ingredients;process;appliance;quantity
dai-fragrant-bamboo-rice,傣族香竹饭,傣族竹筒饭,CN-YN,dai-bamboo-tube-rice,recipe_fact_checked,研究记录（非公开可执行）,糯米,appliance;identity;ingredients;process;time,quantity;liquid,S-YN-DAI-FRAGRANT-BAMBOO-RICE-1,风俗习惯,https://www.neac.gov.cn/seac/ztzl/daiz/fsxg.shtml,identity;ingredients;process;time;appliance
rongjiang-dong-three-treasure-sister-rice,侗家三宝姊妹饭,—,CN-GZ-QIANDONGNAN-RONGJIANG,dong-festival-sticky-rice,recipe_fact_checked,研究记录（非公开可执行）,糯米;黄米饭花;黑米饭叶,identity;ingredients;process,quantity;liquid;appliance;time,S-GZ-RONGJIANG-DONG-THREE-TREASURE-RICE-R65,榕江美食简介,https://www.nra.gov.cn/ztzl/hd/zjrj/dcrj/bfcp/202309/t20230921_343216.shtml,identity;ingredients;process
dong-steamed-she-rice,贵州侗家甑蒸社饭,侗家社饭,CN-GZ,dong-steamed-she-rice,recipe_fact_checked,研究记录（非公开可执行）,糯米;粳米;蒿菜;腌肉;花生米;干豆腐丁,identity;ingredients;process,quantity;liquid;appliance;time,S-GZ-DONG-SHE-RICE-1,侗族社节,https://www.gzrd.gov.cn/gzwh/201912/t20191220_77669989.html?isMobile=true,identity;ingredients;process
hunan-dongan-black-rice,东安乌饭,东安立夏饭;乌饭,CN-HN,dongan-black-rice,recipe_fact_checked,研究记录（非公开可执行）,糯米;乌饭叶等草本;五花肉;生姜;豆豉;黄精,appliance;identity;ingredients;process,quantity;liquid;time,S-HN-DONGAN-BLACK-RICE-1,乌饭飘香 千年民俗焕发新生,https://www.yzcity.gov.cn/cnyz/mstc/202605/577950eca76e4fd887e79c2bf8d4436c.shtml,identity;ingredients;process;appliance
dongguan-hengping-goose-rice,水平鹅饭,大朗水平鹅饭,CN-GD,dongguan-dalang-hengping-goose-rice,recipe_fact_checked,研究记录（非公开可执行）,丝苗米;鹅肉;酱油;葱花,appliance;identity;ingredients;process,quantity;liquid;time;safety,S-GD-DALANG-HENGPING-GOOSE-RICE-1,寻味大朗 | 从一颗荔枝说起,https://www.dg.gov.cn/zjdz/whdz/dztc/content/post_3957867.html,identity;ingredients;process;appliance
r99-daojiao-dragon-boat-rice,道滘龙船饭,道滘龍船飯,CN-GD-DONGGUAN-DAOJIAO,dongguan-daojiao-dragon-boat-rice,recipe_fact_checked,研究记录（非公开可执行）,糯米;粘米;香菇;虾米;腊鸭肝;腊肠;瘦肉,identity;ingredients;process,quantity;liquid;appliance;time;safety,S-R99-GD-DONGGUAN-DAOJIAO-DRAGON-BOAT-RICE-1,来道滘！吃龙船饭+看龙舟赛，绝配！,https://www.dg.gov.cn/daojiao/jjd40/d40xw/content/post_4220034.html,identity;ingredients;process
r99-daojiao-glutinous-rice,道滘糯米饭,道滘早餐糯米饭,CN-GD-DONGGUAN-DAOJIAO,dongguan-daojiao-glutinous-rice,identity_verified,研究记录（非公开可执行）,糯米;腊肠;腊肉;冬菇;鸡蛋;酱油,identity;ingredients,process,S-R99-GD-DONGGUAN-DAOJIAO-GLUTINOUS-RICE-1,多少道滘人起个大早，就为了这碗糯米饭!,https://www.dg.gov.cn/daojiao/jjd40/tpxw/content/post_4356226.html,identity;ingredients
dongguan-daojiao-hehua-carp-rice,禾花鲤炊饭,禾花鲤腊味炊饭,CN-GD,dongguan-daojiao-hehua-carp-rice,recipe_fact_checked,研究记录（非公开可执行）,禾花鲤;糯米;粘米;鲜肉丝;腊肉;腊肠;红枣;冬菇,identity;ingredients;process,quantity;liquid;appliance;time;safety,S-GD-DONGGUAN-DAOJIAO-HEHUA-CARP-RICE-1,国庆来道滘：品味十大名菜背后的故事。就这样逛！吃！逛吃……！,https://webzdg.sun0769.com/web/news/content/340865?share=1,identity;ingredients;process
dongguan-dragon-boat-rice,龙船饭,—,CN-GD,dongguan-dragon-boat-rice,recipe_fact_checked,研究记录（非公开可执行）,糯米;粘米;香菇;虾米;腊鸭肝;腊肠;瘦肉,identity;ingredients;process,quantity;liquid;appliance;time;safety,S-GD-DONGGUAN-DRAGON-BOAT-RICE-1,来道滘！吃龙船饭+看龙舟赛，绝配！,https://www.dg.gov.cn/daojiao/jjd40/d40xw/content/post_4220034.html,identity;ingredients;process
r99-shipai-tianliao-dragon-boat-rice,石排田寮龙船饭,田寮龙船饭,CN-GD-DONGGUAN-SHIPAI,dongguan-shipai-tianliao-dragon-boat-rice,recipe_fact_checked,研究记录（非公开可执行）,粘米;糯米;鱿鱼;虾米;冬菇;豆角,identity;ingredients;process,quantity;liquid;appliance;time;safety,S-R99-GD-DONGGUAN-SHIPAI-TIANLIAO-DRAGON-BOAT-RICE-1,石排田寮：龙舟景民俗文化,https://www.dg.gov.cn/shipai/gk/msfq/content/post_1760630.html,identity;ingredients;process
